"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0034010",236.746276788605,-1.27553801974614,0.183624478532381,-6.94644869758587,3.74596063769004e-12,4.99181547736316e-10
"FBgn0029801",804.301078530234,-0.842594636162762,0.12280711721358,-6.86112218314972,6.832169431105e-12,8.95014195474756e-10
"FBgn0039257",293.77757945846,-1.04382101676594,0.152306892219639,-6.85340631375144,7.21118853331431e-12,9.28921269566438e-10
"FBgn0033367",8092.12968294003,1.32481458708954,0.193759651129456,6.83741212046462,8.06365219743039e-12,1.02170439072032e-09
"FBgn0036684",484.214338744485,-0.900763664120619,0.132222624844112,-6.81247755580866,9.59320269031738e-12,1.19590102570102e-09
"FBgn0034438",44.7358011197657,1.85343401491505,0.272201821574145,6.80904339359901,9.82498438133168e-12,1.20535403624306e-09
"FBgn0033095",811.172564412371,0.746076381116895,0.110518566691149,6.75068817352519,1.47145541504052e-11,1.77701232857003e-09
"FBgn0063498",172.081082384128,-1.34234672229667,0.199910895129788,-6.71472518506399,1.88420989445015e-11,2.24047050372388e-09
"FBgn0051038",388.098186039983,-0.937440885936625,0.140021641608183,-6.69497139991994,2.15713816738818e-11,2.52613952965806e-09
"FBgn0035968",160.573582376258,1.15332210188332,0.172472598491515,6.68698745174908,2.27811404003154e-11,2.62799155453787e-09
"FBgn0024315",52.9390371539912,-1.88912261255478,0.283208091833053,-6.67044010051941,2.55037453073778e-11,2.89880069824592e-09
"FBgn0038198",39.7827885290119,2.24838184951191,0.337531751139216,6.66124547371711,2.71516699672584e-11,3.04138053879623e-09
"FBgn0261015+FBgn0053191+FBgn0046874",1050.78401919844,-0.908124740572502,0.13700798281471,-6.6282615210871,3.39663315266931e-11,3.75036823385444e-09
"FBgn0038149",631.982271272879,1.10579149918718,0.167655385972586,6.59562168416107,4.23477532708881e-11,4.60994063423513e-09
"FBgn0000116",331.000130238075,1.23876463129815,0.18796271583077,6.59048059517007,4.38405099209019e-11,4.65063390173537e-09
"FBgn0040398",2117.57910398927,-0.878195099630874,0.133257836745656,-6.59019477636464,4.39249935084334e-11,4.65063390173537e-09
"FBgn0030041",40.893270671722,-2.47275197063069,0.375529879017712,-6.58470100195158,4.55801713786252e-11,4.76066411601884e-09
"FBgn0027515",259.248023350259,0.961036194834798,0.146050282815491,6.58017346018357,4.69899741594279e-11,4.84247347037624e-09
"FBgn0035765",321.724187431221,1.01796746742549,0.155024092327167,6.56651138635366,5.15077105903145e-11,5.23819862042816e-09
"FBgn0031327",398.461572611581,1.20728371414006,0.184106269784127,6.55753720693844,5.47036647497541e-11,5.49096915390714e-09
"FBgn0031805",1589.58638057565,-0.889292377796604,0.135879364089479,-6.5447198973568,5.96069983987026e-11,5.9064421874817e-09
"FBgn0034389",67.6856678237176,-1.90164066392563,0.292819794081675,-6.4942353705611,8.34561848225016e-11,8.16497281636854e-09
"FBgn0000406",141.369613405004,-1.79416037130617,0.277575071670284,-6.46369416572594,1.02177280483703e-10,9.87160251073173e-09
"FBgn0039113",267.531784773149,0.990847228475573,0.15345180934699,6.45705796948302,1.06758012021661e-10,1.01868231471039e-08
"FBgn0025678",5220.83066172061,0.559095831274502,0.0867230647654512,6.44691043595631,1.14153199075728e-10,1.07596350689793e-08
"FBgn0051431",1328.71181917548,-0.659854929017502,0.102795901867623,-6.41907816390617,1.37102005073595e-10,1.27670047857086e-08
"FBgn0035147",10687.2118195539,-1.04320473409935,0.164892152263697,-6.32658813520152,2.50641168495767e-10,2.3061971325045e-08
"FBgn0034405",1319.19638406329,0.675084401135881,0.107345144996616,6.28891414844296,3.1969419716618e-10,2.87371015763901e-08
"FBgn0051195",545.799565664275,0.716148546648733,0.113875292799582,6.2888843492077,3.19755561595232e-10,2.87371015763901e-08
"FBgn0261560",973.770880339272,-0.903454650345063,0.144530902231562,-6.25094451356555,4.07977812360812e-10,3.62443736981231e-08
"FBgn0261284",23.4679183775499,2.38001865189776,0.382757035596165,6.21809249878516,5.03234890722268e-10,4.41988917090046e-08
"FBgn0040388",875.209050536794,-0.972009839602196,0.156978357896137,-6.19199902858784,5.94059183123459e-10,5.15897014197889e-08
"FBgn0038805",447.661028226993,0.775283893474167,0.125452621766576,6.17989391179647,6.41446915035916e-10,5.50860356256955e-08
"FBgn0015568",117.038344701918,1.11152438675862,0.180129334910361,6.17070166451097,6.79875987795707e-10,5.77446319744288e-08
"FBgn0029002",1016.1784452021,1.30922933667445,0.213208917010342,6.14059371921555,8.22136120612792e-10,6.90683703936551e-08
"FBgn0003076",880.337758476405,0.7006292783446,0.114239982481528,6.13296030973995,8.62586742695509e-10,7.16651708133517e-08
"FBgn0050463",26.1777991646214,2.20214137709516,0.359163350158597,6.13130870987463,8.7159089875211e-10,7.16651708133517e-08
"FBgn0038877",592.878742090397,-0.734865397793092,0.121038112439361,-6.07135540188843,1.26835136488662e-09,1.03190396833776e-07
"FBgn0031689",168.957302171768,1.05516209463666,0.175264378832802,6.02040244380321,1.73983942614737e-09,1.40075197132219e-07
"FBgn0023549",137.510332347111,-1.46375938841372,0.243937759315107,-6.00054453448884,1.96656903275988e-09,1.56697031486609e-07
"FBgn0033724",79.5174061591131,1.40861134056474,0.235475024408122,5.98199891519428,2.20415740999184e-09,1.73836047161499e-07
"FBgn0004108",368.104556872172,0.803509035302644,0.13456800095935,5.97102602085446,2.35766132879035e-09,1.82818381319266e-07
"FBgn0038528",75.0682523658353,1.38920793166076,0.232678874722213,5.97049445644469,2.36535620803811e-09,1.82818381319266e-07
"FBgn0030805",181.678652534272,1.09837691601994,0.184526008509246,5.95242331904073,2.64200931871673e-09,2.02179109152095e-07
"FBgn0002527",19942.2129956574,-0.757686210586469,0.127623391172715,-5.93689137723258,2.90476977212686e-09,2.20107505576162e-07
"FBgn0030452",484.890588497934,-0.765838068107058,0.129330316905323,-5.92156646973729,3.18889364703411e-09,2.3929086405754e-07
"FBgn0000567",143.10665849157,-1.17017001414518,0.19823357495093,-5.90298598224259,3.56980616897119e-09,2.6529838346133e-07
"FBgn0035232",1083.5490226517,-0.575187013229472,0.0978880016284559,-5.87597053429137,4.20373100362279e-09,3.09434637400005e-07
"FBgn0004369",493.497050031013,-0.774350008589946,0.132612414900967,-5.83919694975935,5.24530335563435e-09,3.82461789016018e-07
"FBgn0027580",728.521509397462,-0.877510745227433,0.150479893549138,-5.8314152444618,5.49592258039881e-09,3.96990519849555e-07
"FBgn0035403",250.709369778105,-0.966899840454008,0.166463242365181,-5.8084885691032,6.30393327637495e-09,4.51139817528722e-07
"FBgn0001124",721.58422426127,0.714459797411634,0.123485780121718,5.78576575138774,7.2182744746242e-09,5.11835260682297e-07
"FBgn0261238",543.260506277284,0.729729434911505,0.126901880650113,5.7503437393767,8.90621859113172e-09,6.25783304462337e-07
"FBgn0050069",822.599105665518,-0.929874190699291,0.161876282565872,-5.7443510312939,9.2274188672686e-09,6.42510994820892e-07
"FBgn0086910",48.8098622743375,1.67811089740989,0.292663618012858,5.73392384336669,9.81334077761318e-09,6.77208132769396e-07
"FBgn0036007",765.483346260256,0.857613019807867,0.149646391579098,5.73093016649561,9.98813843351827e-09,6.83170990731529e-07
"FBgn0020240",1319.35168202935,0.660418545944779,0.115767712165213,5.70468685605786,1.16557168432719e-08,7.90237153347794e-07
"FBgn0086365",1717.9314649433,-0.522463693693839,0.0917545251550971,-5.69414634112807,1.23990704423179e-08,8.3332535172761e-07
"FBgn0040752",2685.15383011218,-0.847247087098962,0.148857322464065,-5.69167222058219,1.25801179469124e-08,8.38204582859363e-07
"FBgn0052625",99.60179239838,1.50442139253279,0.265663795853752,5.66287697462915,1.48855885084099e-08,9.83339432320511e-07
"FBgn0031703",48.5036525731966,-1.77351627165793,0.316286323357114,-5.60731255412358,2.05492371779703e-08,1.34597503515705e-06
"FBgn0036299",386.382672116126,0.933291903491893,0.167287713876825,5.57896262590498,2.41957216226271e-08,1.57150195312004e-06
"FBgn0037635",94.6052626768426,-1.10654985514781,0.1989980674339,-5.56060603711825,2.68839449602004e-08,1.73155008831158e-06
"FBgn0035344",49.3658274182515,-1.54300589536851,0.277610817887807,-5.5581619877367,2.72630308779514e-08,1.74145426161724e-06
"FBgn0033782",96.9170141681701,-1.33269130351487,0.240386135106927,-5.5439607734534,2.95705107649518e-08,1.87336457133043e-06
"FBgn0028514",324.281440110595,-1.06805661906555,0.193520602092917,-5.51908482877053,3.40769675922371e-08,2.14130798797074e-06
"FBgn0034885",85.7645615950456,1.48043404864036,0.269411528336556,5.49506570034731,3.90564981573193e-08,2.43441672788646e-06
"FBgn0027091",714.692098927268,-0.677369024337191,0.123547727904242,-5.48265059849742,4.19000047114958e-08,2.56216313865068e-06
"FBgn0028988+FBgn0033113",308.264723201643,0.958722399309188,0.174814986868506,5.48421171710139,4.15317144346563e-08,2.56216313865068e-06
"FBgn0032638",71.9684662941913,-1.46495391177779,0.26723926753409,-5.48180634266598,4.21004940624449e-08,2.56216313865068e-06
"FBgn0039098",186.524243497018,-0.944699240632655,0.17268650299235,-5.4706026485145,4.48507845411142e-08,2.70821651342399e-06
"FBgn0028990",678.149587797113,-0.740328608022058,0.135467056352997,-5.46500845263017,4.6288474639e-08,2.77336139910721e-06
"FBgn0085402",3025.19864990928,-0.60958652267478,0.111681089938478,-5.45827877405729,4.80772397671442e-08,2.85837681661736e-06
"FBgn0038293",1790.18883509979,0.614080971864523,0.112630143330943,5.45219027254686,4.97531790402414e-08,2.93543756337424e-06
"FBgn0031374",1247.61737777115,-0.742666075133834,0.136286556510363,-5.44929811237372,5.05689895034282e-08,2.96096757478785e-06
"FBgn0030037",396.231096759092,0.709198389417259,0.131248087329034,5.40349504400262,6.53547622658937e-08,3.79794704927137e-06
"FBgn0002868",57.1298102554688,-1.68624506850908,0.312328060127834,-5.39895476512393,6.70302706064671e-08,3.86624598147302e-06
"FBgn0011722",7152.8976387485,-0.588665173041067,0.109281324482295,-5.38669508106521,7.17650299445043e-08,4.10868086252647e-06
"FBgn0003317",842.068034640418,0.599098512120409,0.11166358931896,5.3652091588165,8.08554685406273e-08,4.59508762022433e-06
"FBgn0024984",58.4595845959169,1.32294011048269,0.246818824141255,5.35996439933435,8.32383535006408e-08,4.69597981172593e-06
"FBgn0039637",1602.18994813025,-0.560753843702589,0.104803710203558,-5.35051519276799,8.77041889873043e-08,4.9120701208904e-06
"FBgn0004893",252.551724236978,-0.834011921488502,0.156804268890272,-5.31880877600421,1.04448840413986e-07,5.80780638532156e-06
"FBgn0039640",42.5428723692285,-1.5238794019272,0.287744144008004,-5.29595278882483,1.18397427202697e-07,6.53638367749749e-06
"FBgn0004507",1048.08828754967,0.881175578155838,0.166563155460725,5.29033912523117,1.2208977004212e-07,6.69242434507478e-06
"FBgn0010591",956.480454616728,-0.61261684630496,0.115995165339782,-5.28139982826381,1.28200570603353e-07,6.83353248409183e-06
"FBgn0030529",5038.83400001615,-0.539187635201153,0.102053701306142,-5.28337167883495,1.2682771024339e-07,6.83353248409183e-06
"FBgn0034718",257.833313251996,1.28126120977122,0.242490351986449,5.28376159824628,1.265579263499e-07,6.83353248409183e-06
"FBgn0035811",561.672173666942,0.901245796325327,0.170616759454476,5.28228175946454,1.27584776265649e-07,6.83353248409183e-06
"FBgn0038351",49.4916649897256,-1.6704716488234,0.316765970559996,-5.27351989820829,1.33831735889297e-07,7.0366359638665e-06
"FBgn0044047",159.422895782967,-0.882334499368582,0.167289628616334,-5.27429289350715,1.33268922281522e-07,7.0366359638665e-06
"FBgn0031547",143.525607094466,-1.38163004019085,0.26247669768572,-5.26381980714024,1.4109274181311e-07,7.36828244238871e-06
"FBgn0033065",14.696031199899,2.46911722226398,0.469250484751553,5.26183201189716,1.42627052828349e-07,7.39841940476719e-06
"FBgn0030598",20.102431290657,1.94133033216461,0.370921739392696,5.2338003573021,1.66059811335702e-07,8.55650854542425e-06
"FBgn0030237",1170.59047872486,-0.873013093912886,0.16694723040305,-5.22927569271576,1.70175433820741e-07,8.71050283444046e-06
"FBgn0015371",208.783701119748,-0.904889885049761,0.173150880927267,-5.22601952819325,1.73198075093628e-07,8.74933282613496e-06
"FBgn0038341",252.256705492334,0.82529191148307,0.157915400872013,5.22616481309478,1.7306211027126e-07,8.74933282613496e-06
"FBgn0038865",145.768318175079,-0.994850295916094,0.191913807194117,-5.18383909141993,2.17364481981249e-07,1.09091563716434e-05
"FBgn0035266",213.802501672169,1.01921068094955,0.196888174178906,5.17659674178005,2.25969904445686e-07,1.12678799449078e-05
"FBgn0032036",4447.49562082625,-0.548434015236679,0.106078609512799,-5.17007168321253,2.34004216696969e-07,1.15937089157107e-05
"FBgn0020248",19.0371711306443,1.91914021023875,0.372327212051499,5.15444519798702,2.54382938223358e-07,1.25230938186518e-05
"FBgn0032088",68.9062976403742,1.22407735646777,0.237677135377663,5.15016875528536,2.60252186714136e-07,1.27309439943896e-05
"FBgn0034400",3227.98906394428,-0.567593156572,0.110352730581061,-5.14344460334916,2.69746220127692e-07,1.31123807255782e-05
"FBgn0026376",759.279235092238,-1.00304026085163,0.195162176733789,-5.13952179483951,2.75438544262072e-07,1.33054031787597e-05
"FBgn0032775",1764.88520814152,-0.751553105852078,0.146387674496247,-5.13399170004128,2.83660610710259e-07,1.36174711812397e-05
"FBgn0003502",775.045830856028,0.775136540300887,0.151303830158399,5.1230463861318,3.0063835152889e-07,1.43434186355975e-05
"FBgn0035150",1414.6514823655,0.569670229128133,0.111768778594077,5.09686368853567,3.45326794315506e-07,1.63744220445677e-05
"FBgn0039593",22.8241698607133,1.83526960606186,0.360563085281453,5.09000971252856,3.58045174927426e-07,1.6873970469598e-05
"FBgn0038436",304.95431557656,0.673445056249582,0.132338905574449,5.08879118598064,3.60353136411995e-07,1.68798144928988e-05
"FBgn0028327",1983.70244552537,0.59967705818764,0.117994596606828,5.08224169099739,3.73006370783736e-07,1.7367266504744e-05
"FBgn0040813",30566.8946038874,-0.919891163847071,0.18223010202257,-5.04796492806189,4.46541093127518e-07,2.06665635256442e-05
"FBgn0036576",1025.34253011595,-1.03941967362493,0.206056398081824,-5.04434554471915,4.55076259827914e-07,2.09362167393449e-05
"FBgn0001091",2252.40355859751,0.66736958748158,0.132524193430569,5.03583210133797,4.75777460758655e-07,2.1759076888779e-05
"FBgn0053516",430.362909393129,-0.697740043870817,0.139052249597972,-5.01782636302631,5.22593761860528e-07,2.37595716789413e-05
"FBgn0033188",760.053326089358,-0.590816862416023,0.118697992193628,-4.97747983346041,6.44174910546178e-07,2.91159525357393e-05
"FBgn0035761",334.887689308978,0.652503467913843,0.131542072945937,4.96041649109496,7.03421967566209e-07,3.1609002251856e-05
"FBgn0000299",27401.7733508679,0.633200939531082,0.128072848792074,4.94406851649784,7.65087938561301e-07,3.41812987117936e-05
"FBgn0020257",561.075468816425,-0.695295133726361,0.140926672772639,-4.93373695729057,8.06710665227498e-07,3.58337168479502e-05
"FBgn0039464",530.384832265731,1.07168718249981,0.217561685811779,4.92590034178613,8.39727907573686e-07,3.70871828436401e-05
"FBgn0004396",1351.60246591591,0.97029989428846,0.197190449973978,4.92062315602254,8.62690948389776e-07,3.78848769324124e-05
"FBgn0037680",277.993503704671,0.855242616777333,0.174308239227325,4.90649564569328,9.27180463034009e-07,4.04868802191517e-05
"FBgn0001228+FBgn0001223",160.052449454596,0.780076130105628,0.159253785865006,4.89832078947796,9.66591397565535e-07,4.19707017515956e-05
"FBgn0043364",641.451462279169,-1.2154844209911,0.248468846538999,-4.89189867430855,9.98678576824325e-07,4.31217135210905e-05
"FBgn0031307",962.293068783936,0.854190996507433,0.175124741477413,4.87761460374577,1.07376462796796e-06,4.61012557576055e-05
"FBgn0031912",817.764518662134,-0.980495016795665,0.201063552577155,-4.87654278574142,1.07961279494457e-06,4.61012557576055e-05
"FBgn0036896",379.462400043565,-0.793422786685969,0.162937151816163,-4.86950200026305,1.11879851139743e-06,4.75120532669821e-05
"FBgn0086355",2258.56909092811,0.722330261732867,0.148377535375696,4.86819153522066,1.12624147032092e-06,4.75667777273791e-05
"FBgn0036821",260.10237289403,-1.4470241472995,0.297761415342195,-4.85967648171119,1.17577729974087e-06,4.91220689172819e-05
"FBgn0037683",867.677526117081,-0.845238595619363,0.173894209578529,-4.86064830834785,1.17001951392003e-06,4.91220689172819e-05
"FBgn0001114",20759.6913684775,-0.551939311460008,0.113629036363317,-4.85737914466899,1.18949694223957e-06,4.94280745514497e-05
"FBgn0031449",623.121919039815,-0.76196443449339,0.156912179399836,-4.85599293444132,1.19784972659547e-06,4.95089868281091e-05
"FBgn0037239",484.922867684351,-0.863220450174669,0.179809801104242,-4.80074192215045,1.58078880735238e-06,6.49889185746094e-05
"FBgn0001122",637.155294236749,0.693803868846984,0.145028144341718,4.78392571315145,1.71904238874307e-06,7.029882869098e-05
"FBgn0027949",799.635859359972,0.574742778199817,0.120227692827487,4.78045252872402,1.74901055455699e-06,7.11479082956367e-05
"FBgn0002778",671.246221007869,-0.624706751650106,0.13075946601625,-4.77752602302973,1.77465089384008e-06,7.18129673219369e-05
"FBgn0045852",1155.3157737361,-0.699329337560902,0.14649708874312,-4.77367395871713,1.80895154165392e-06,7.28197211741829e-05
"FBgn0038545",50.8255924526255,1.25759227080249,0.264026462812527,4.76312964013552,1.90613293204196e-06,7.63342043095976e-05
"FBgn0023170",5553.47241813357,1.19057117583581,0.250417350138717,4.75434779250041,1.99088062266208e-06,7.93170944977074e-05
"FBgn0260966",417.693882267001,-0.909803548926169,0.193387285187157,-4.70456756267962,2.54404609893085e-06,0.000100835550249418
"FBgn0000146",955.860854035129,0.504738553579719,0.107350895406321,4.70176379683929,2.57923764459983e-06,0.000101708815077103
"FBgn0037468",1726.55606496462,0.836695973860707,0.178207048824607,4.6950778848495,2.66505162065916e-06,0.000104559309523222
"FBgn0033635",1625.11843173998,1.18447436285535,0.252346111046282,4.69384829409204,2.68112894861318e-06,0.000104658816382986
"FBgn0033495",35.9352738690755,-1.73471507233629,0.372585403452041,-4.65588575468599,3.22590788226086e-06,0.000125291668452232
"FBgn0031322",262.198942190631,-1.20349501829876,0.258576522200387,-4.65430893747614,3.25069103474852e-06,0.000125622955037857
"FBgn0027596",434.068108374337,-0.830681420041306,0.178586544667816,-4.65142220869122,3.29653627156828e-06,0.000126760840014683
"FBgn0013765",1564.75617613731,0.515848360333633,0.110978573058296,4.64817978928835,3.34876973511266e-06,0.000128131887538048
"FBgn0260933",431.612275641928,0.612153376694398,0.131841488868414,4.64310121152656,3.4321811149246e-06,0.000130676491809124
"FBgn0033775",24.9774543511451,1.59661645527074,0.344104939949215,4.63991146278335,3.48558478787149e-06,0.000132059239340484
"FBgn0030349",1054.78535577452,-0.567888580169435,0.122628725475882,-4.63095883909456,3.63976231964841e-06,0.000137227916919817
"FBgn0038660",807.910710905343,-0.493104297459254,0.106551391835875,-4.6278541177463,3.69474120498455e-06,0.00013862453773459
"FBgn0037739",206.166941010818,0.732236957249249,0.158430651746298,4.62181370320823,3.80399553793573e-06,0.000142034210206305
"FBgn0034638",1053.10586429814,-0.820720505521693,0.17763452210482,-4.62027592270266,3.83230040514001e-06,0.000142403124189073
"FBgn0010225",7408.4608870347,-0.473467620669191,0.102564398992606,-4.61629595960801,3.90649732601218e-06,0.000144465635563388
"FBgn0033426",245.477542359153,-0.830584719565718,0.180162112431209,-4.61020748678698,4.02267283813933e-06,0.000148053516028471
"FBgn0003074",1362.84653714451,0.685990643017787,0.149291353097554,4.59497907135672,4.32792704617756e-06,0.000158533403506665
"FBgn0039485",39.0295811116481,1.39132416297602,0.304065685707238,4.5757355347082,4.74549722209623e-06,0.000172481822754521
"FBgn0052135",122.478788222786,1.21777251172272,0.266157124695928,4.57538949263134,4.75334820115317e-06,0.000172481822754521
"FBgn0015777",675.360149637577,0.629011995096405,0.137566874926072,4.57240884067791,4.82149007003959e-06,0.000173326961634121
"FBgn0085446",2219.34663181145,0.533122400180142,0.116576199496107,4.57316675688972,4.80407487475122e-06,0.000173326961634121
"FBgn0031516",511.323603627103,0.679703863057047,0.149453011972584,4.54794355821838,5.41726586349597e-06,0.000192541367539377
"FBgn0034391",38.9381933931968,1.26224532140076,0.277573859050334,4.54742145286768,5.43071783200727e-06,0.000192541367539377
"FBgn0039809+FBgn0000416",22329.232791838,-0.370807765611521,0.0815256450803758,-4.54835733278703,5.40662768649577e-06,0.000192541367539377
"FBgn0000405",1376.34023093852,0.545816665853544,0.120156211335259,4.54255888886684,5.5575464379346e-06,0.000196138248487655
